index,modelId,layer,description,explanationModelName,typeName,bio_related
8354,gemma-2-9b,1-gemmascope-res-16k, closing braces and their corresponding context in code snippets,,oai_token-act-pair,
8355,gemma-2-9b,1-gemmascope-res-16k, instances of portrayal and depiction in text,,oai_token-act-pair,
8356,gemma-2-9b,1-gemmascope-res-16k,terms related to the concept of reflection,,oai_token-act-pair,
8357,gemma-2-9b,1-gemmascope-res-16k, occurrences of file system commands or references in a programming context,,oai_token-act-pair,
8358,gemma-2-9b,1-gemmascope-res-16k,"references to ""black"" or ""Black"" individuals in the context of discussions about race and slavery",,oai_token-act-pair,
8359,gemma-2-9b,1-gemmascope-res-16k,terms related to interfaces in a technical context,,oai_token-act-pair,
8360,gemma-2-9b,1-gemmascope-res-16k," occurrences of the term ""setup"" and assignment operations",,oai_token-act-pair,
8361,gemma-2-9b,1-gemmascope-res-16k,terms related to changes or modifications in a process,,oai_token-act-pair,
8362,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""wear"" and its variations in different contexts",,oai_token-act-pair,
8363,gemma-2-9b,1-gemmascope-res-16k,"words related to 'og' characters or themes, specifically in gaming or fictional contexts",,oai_token-act-pair,
8364,gemma-2-9b,1-gemmascope-res-16k, references to types of forms or data structures,,oai_token-act-pair,
8365,gemma-2-9b,1-gemmascope-res-16k,terms related to abundance or prevalence in various contexts,,oai_token-act-pair,
8366,gemma-2-9b,1-gemmascope-res-16k,terms related to cancer and specifically adenocarcinoma,,oai_token-act-pair,
8367,gemma-2-9b,1-gemmascope-res-16k,references to systems in various contexts,,oai_token-act-pair,
8368,gemma-2-9b,1-gemmascope-res-16k,expressions of gratitude,,oai_token-act-pair,
8369,gemma-2-9b,1-gemmascope-res-16k,references to China and its influence in various contexts,,oai_token-act-pair,
8370,gemma-2-9b,1-gemmascope-res-16k,"references to gender, specifically focusing on male and female entities",,oai_token-act-pair,
8371,gemma-2-9b,1-gemmascope-res-16k, concepts related to rewards and revealing information,,oai_token-act-pair,
8372,gemma-2-9b,1-gemmascope-res-16k,references to possession or ownership,,oai_token-act-pair,
8373,gemma-2-9b,1-gemmascope-res-16k,references to immigration and related legal terms,,oai_token-act-pair,
8374,gemma-2-9b,1-gemmascope-res-16k,jQuery elements and functions for manipulating the DOM,,oai_token-act-pair,
8375,gemma-2-9b,1-gemmascope-res-16k,instances of errors and error-related messages in the text,,oai_token-act-pair,
8376,gemma-2-9b,1-gemmascope-res-16k,terms related to requests in programming or APIs,,oai_token-act-pair,
8377,gemma-2-9b,1-gemmascope-res-16k,"contexts where the term ""position"" is used, often related to perspectives or standings in a discussion",,oai_token-act-pair,
8378,gemma-2-9b,1-gemmascope-res-16k, mentions of proteins and their attributes,,oai_token-act-pair,
8379,gemma-2-9b,1-gemmascope-res-16k,"references to international organizations, events, or standards",,oai_token-act-pair,
8380,gemma-2-9b,1-gemmascope-res-16k, references to titles or title-related terms,,oai_token-act-pair,
8381,gemma-2-9b,1-gemmascope-res-16k, instances of variable declarations or assignments,,oai_token-act-pair,
8382,gemma-2-9b,1-gemmascope-res-16k,terms related to providers and manufacturing services,,oai_token-act-pair,
8383,gemma-2-9b,1-gemmascope-res-16k, mentions of various types of festivals,,oai_token-act-pair,
8384,gemma-2-9b,1-gemmascope-res-16k,references to data storage and associated classes or variables,,oai_token-act-pair,
8385,gemma-2-9b,1-gemmascope-res-16k,references to governmental or state entities,,oai_token-act-pair,
8386,gemma-2-9b,1-gemmascope-res-16k,terms related to molecular biology and biochemical processes,,oai_token-act-pair,
8387,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""both.""",,oai_token-act-pair,
8388,gemma-2-9b,1-gemmascope-res-16k,abbreviations or acronyms related to organizations and studies,,oai_token-act-pair,
8389,gemma-2-9b,1-gemmascope-res-16k,terms related to technical expertise and professionalism,,oai_token-act-pair,
8390,gemma-2-9b,1-gemmascope-res-16k, HTML tags and structure in the text,,oai_token-act-pair,
8391,gemma-2-9b,1-gemmascope-res-16k,"terms related to the concept of ""Rome"" and its historical context",,oai_token-act-pair,
8392,gemma-2-9b,1-gemmascope-res-16k,terms related to selection and emission in programming or scientific contexts,,oai_token-act-pair,
8393,gemma-2-9b,1-gemmascope-res-16k, references to electronic devices and their functionalities,,oai_token-act-pair,
8394,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""rare"" or its variants",,oai_token-act-pair,
8395,gemma-2-9b,1-gemmascope-res-16k,references to large quantities or sums of money,,oai_token-act-pair,
8396,gemma-2-9b,1-gemmascope-res-16k, terms related to flashing or illumination,,oai_token-act-pair,
8397,gemma-2-9b,1-gemmascope-res-16k,mathematical variables and symbols used in equations,,oai_token-act-pair,
8398,gemma-2-9b,1-gemmascope-res-16k," terms related to sizes and scales in scientific contexts, particularly focusing on ""macro"" and ""micro""",,oai_token-act-pair,
8399,gemma-2-9b,1-gemmascope-res-16k,phrases related to high-speed technology and quality metrics,,oai_token-act-pair,
8400,gemma-2-9b,1-gemmascope-res-16k,terms and phrases related to seeds,,oai_token-act-pair,
8401,gemma-2-9b,1-gemmascope-res-16k,references to work and its various forms or contexts,,oai_token-act-pair,
8402,gemma-2-9b,1-gemmascope-res-16k, terms related to livestock and veterinary conditions,,oai_token-act-pair,
8403,gemma-2-9b,1-gemmascope-res-16k,instances of optional parameters in coding or programming contexts,,oai_token-act-pair,
8404,gemma-2-9b,1-gemmascope-res-16k, items related to numerical values or quantification,,oai_token-act-pair,
8405,gemma-2-9b,1-gemmascope-res-16k," the term ""ara"" in various contexts",,oai_token-act-pair,
8406,gemma-2-9b,1-gemmascope-res-16k,references to technical terminology or concepts,,oai_token-act-pair,
8407,gemma-2-9b,1-gemmascope-res-16k,references to various types of devices,,oai_token-act-pair,
8408,gemma-2-9b,1-gemmascope-res-16k,references to molecular concepts and terminology,,oai_token-act-pair,
8409,gemma-2-9b,1-gemmascope-res-16k, mentions of educational institutions and related facilities,,oai_token-act-pair,
8410,gemma-2-9b,1-gemmascope-res-16k, definitions or formal constructs in a technical context,,oai_token-act-pair,
8411,gemma-2-9b,1-gemmascope-res-16k,specific identifiers or references related to programming or data structures,,oai_token-act-pair,
8412,gemma-2-9b,1-gemmascope-res-16k, identifiers for interfaces and data structures in programming,,oai_token-act-pair,
8413,gemma-2-9b,1-gemmascope-res-16k, terms related to curves and cameras,,oai_token-act-pair,
8414,gemma-2-9b,1-gemmascope-res-16k,terms related to justification and legal reasoning,,oai_token-act-pair,
8415,gemma-2-9b,1-gemmascope-res-16k,references to scientific publications,,oai_token-act-pair,
8416,gemma-2-9b,1-gemmascope-res-16k, references to specific individuals or entities related to academic or formal contexts,,oai_token-act-pair,
8417,gemma-2-9b,1-gemmascope-res-16k,specific instances of evidence related to transactions and their implications in various contexts,,oai_token-act-pair,
8418,gemma-2-9b,1-gemmascope-res-16k, references to identifiers or IDs in code,,oai_token-act-pair,
8419,gemma-2-9b,1-gemmascope-res-16k,"terms related to biochemical compounds, particularly focusing on different types of organic molecules and their roles",,oai_token-act-pair,
8420,gemma-2-9b,1-gemmascope-res-16k,assertions about safety and carefulness in actions,,oai_token-act-pair,
8421,gemma-2-9b,1-gemmascope-res-16k,repeated patterns or sequences of similar values in a numerical context,,oai_token-act-pair,
8422,gemma-2-9b,1-gemmascope-res-16k," proper nouns and names associated with people, especially in academic or professional contexts",,oai_token-act-pair,
8423,gemma-2-9b,1-gemmascope-res-16k," instances of the term ""auto"" and its variations in different contexts related to automation or automatic processes",,oai_token-act-pair,
8424,gemma-2-9b,1-gemmascope-res-16k,references to wireless communication technology,,oai_token-act-pair,
8425,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""on""",,oai_token-act-pair,
8426,gemma-2-9b,1-gemmascope-res-16k,expressions of uncertainty or doubt,,oai_token-act-pair,
8427,gemma-2-9b,1-gemmascope-res-16k,requests for help or assistance,,oai_token-act-pair,
8428,gemma-2-9b,1-gemmascope-res-16k,financial figures and trademarks or brand logos,,oai_token-act-pair,
8429,gemma-2-9b,1-gemmascope-res-16k, concepts related to balance across various contexts,,oai_token-act-pair,
8430,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""gain"" or its variations",,oai_token-act-pair,
8431,gemma-2-9b,1-gemmascope-res-16k,references to territories and their associated political status,,oai_token-act-pair,
8432,gemma-2-9b,1-gemmascope-res-16k," occurrences of the term ""invoke"" and its variations in a programming context, particularly related to APIs and SDKs",,oai_token-act-pair,
8433,gemma-2-9b,1-gemmascope-res-16k,terms related to punishment,,oai_token-act-pair,
8434,gemma-2-9b,1-gemmascope-res-16k,"mentions of the term ""Christian"" and related references to Christianity",,oai_token-act-pair,
8435,gemma-2-9b,1-gemmascope-res-16k," instances of the greater-than symbol ("">"")",,oai_token-act-pair,
8436,gemma-2-9b,1-gemmascope-res-16k,function call statements related to writing and reading operations,,oai_token-act-pair,
8437,gemma-2-9b,1-gemmascope-res-16k,error messages and debugging-related terms,,oai_token-act-pair,
8438,gemma-2-9b,1-gemmascope-res-16k,phrases or words indicating uncertainty or gradation in statements,,oai_token-act-pair,
8439,gemma-2-9b,1-gemmascope-res-16k," the presence of the word ""Ta"" in various contexts",,oai_token-act-pair,
8440,gemma-2-9b,1-gemmascope-res-16k,terms related to hybrid plants and their physiological conditions,,oai_token-act-pair,
8441,gemma-2-9b,1-gemmascope-res-16k,"references to the term ""stroke.""",,oai_token-act-pair,
8442,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""ger.""",,oai_token-act-pair,
8443,gemma-2-9b,1-gemmascope-res-16k, terms related to dedication and commitment,,oai_token-act-pair,
8444,gemma-2-9b,1-gemmascope-res-16k, references to phone-related terms and components,,oai_token-act-pair,
8445,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""capture""",,oai_token-act-pair,
8446,gemma-2-9b,1-gemmascope-res-16k, specifications related to document formatting,,oai_token-act-pair,
8447,gemma-2-9b,1-gemmascope-res-16k, sections in texts related to academic introductions and contexts of Christian-related discussions,,oai_token-act-pair,
8448,gemma-2-9b,1-gemmascope-res-16k,references to geographical locations,,oai_token-act-pair,
8449,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""bs"" and its variations",,oai_token-act-pair,
8450,gemma-2-9b,1-gemmascope-res-16k,references to Amazon and its associated products or services,,oai_token-act-pair,
8451,gemma-2-9b,1-gemmascope-res-16k,references to electrical pins and connections in electronic devices,,oai_token-act-pair,
8452,gemma-2-9b,1-gemmascope-res-16k,instances of medical inspections and measurements,,oai_token-act-pair,
8453,gemma-2-9b,1-gemmascope-res-16k,mentions of traffic-related topics or issues,,oai_token-act-pair,
8454,gemma-2-9b,1-gemmascope-res-16k,terms related to navigation systems and interfaces,,oai_token-act-pair,
8455,gemma-2-9b,1-gemmascope-res-16k,references to diamond and its various properties,,oai_token-act-pair,
8456,gemma-2-9b,1-gemmascope-res-16k, terms related to immune response and immunity,,oai_token-act-pair,
8457,gemma-2-9b,1-gemmascope-res-16k,references to banks and banking institutions,,oai_token-act-pair,
8458,gemma-2-9b,1-gemmascope-res-16k,expressions of glory and references to luck,,oai_token-act-pair,
8459,gemma-2-9b,1-gemmascope-res-16k, instances of the word 'striking' or its variations,,oai_token-act-pair,
8460,gemma-2-9b,1-gemmascope-res-16k,names of athletes and references to sports statistics,,oai_token-act-pair,
8461,gemma-2-9b,1-gemmascope-res-16k, structures or tags used in markup languages,,oai_token-act-pair,
8462,gemma-2-9b,1-gemmascope-res-16k,elements related to Android development,,oai_token-act-pair,
8463,gemma-2-9b,1-gemmascope-res-16k, various references to solutions in a technical or problem-solving context,,oai_token-act-pair,
8464,gemma-2-9b,1-gemmascope-res-16k," the repetition of the word ""little""",,oai_token-act-pair,
8465,gemma-2-9b,1-gemmascope-res-16k,expressions related to luck and fortune,,oai_token-act-pair,
8466,gemma-2-9b,1-gemmascope-res-16k,conditional phrases related to future possibilities or hypothetical scenarios,,oai_token-act-pair,
8467,gemma-2-9b,1-gemmascope-res-16k,references to television (TV) and related terms,,oai_token-act-pair,
8468,gemma-2-9b,1-gemmascope-res-16k,daily activities or events associated with time frames and actions,,oai_token-act-pair,
8469,gemma-2-9b,1-gemmascope-res-16k,references to coats and coatings in various contexts,,oai_token-act-pair,
8470,gemma-2-9b,1-gemmascope-res-16k,"repeated occurrences of the term ""ya""",,oai_token-act-pair,
8471,gemma-2-9b,1-gemmascope-res-16k, mathematical symbols and notation related to operations and parameters,,oai_token-act-pair,
8472,gemma-2-9b,1-gemmascope-res-16k,"terms related to tools or equipment used in crafting or stamping, especially focusing on various types of punches",,oai_token-act-pair,
8473,gemma-2-9b,1-gemmascope-res-16k, structural components and concepts related to their analysis,,oai_token-act-pair,
8474,gemma-2-9b,1-gemmascope-res-16k,"the word ""generally"" and its variations in usage regarding common trends or norms",,oai_token-act-pair,
8475,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""seeing"" or its variations, indicating a focus on visual perception or observation",,oai_token-act-pair,
8476,gemma-2-9b,1-gemmascope-res-16k,terms related to axes or axisymmetric configurations,,oai_token-act-pair,
8477,gemma-2-9b,1-gemmascope-res-16k,references to a specific individual named Valdemar,,oai_token-act-pair,
8478,gemma-2-9b,1-gemmascope-res-16k, occurrences of empty strings or null values in a dataset,,oai_token-act-pair,
8479,gemma-2-9b,1-gemmascope-res-16k, references to electrical charge and connection processes in various contexts,,oai_token-act-pair,
8480,gemma-2-9b,1-gemmascope-res-16k,terms related to veterinary practices and animal welfare,,oai_token-act-pair,
8481,gemma-2-9b,1-gemmascope-res-16k, various forms of parentheses and special characters used in coding or mathematical expressions,,oai_token-act-pair,
8482,gemma-2-9b,1-gemmascope-res-16k,"references to professional organizations, institutes, and their associated codes or abbreviations in health and architecture",,oai_token-act-pair,
8483,gemma-2-9b,1-gemmascope-res-16k, references to legal petitions and court proceedings,,oai_token-act-pair,
8484,gemma-2-9b,1-gemmascope-res-16k, references to activity and avoidance in programming contexts,,oai_token-act-pair,
8485,gemma-2-9b,1-gemmascope-res-16k, mentions of towns and communities,,oai_token-act-pair,
8486,gemma-2-9b,1-gemmascope-res-16k,terms related to assessment or evaluation,,oai_token-act-pair,
8487,gemma-2-9b,1-gemmascope-res-16k,words and phrases related to visibility and sight,,oai_token-act-pair,
8488,gemma-2-9b,1-gemmascope-res-16k,topics related to justice and its relevance in various contexts,,oai_token-act-pair,
8489,gemma-2-9b,1-gemmascope-res-16k, instances of the scope resolution operator in programming contexts,,oai_token-act-pair,
8490,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""detail"" or variations of it",,oai_token-act-pair,
8491,gemma-2-9b,1-gemmascope-res-16k," mentions of the term ""Ann""",,oai_token-act-pair,
8492,gemma-2-9b,1-gemmascope-res-16k,"programming functions and their parameters, particularly in the context of C or similar languages",,oai_token-act-pair,
8493,gemma-2-9b,1-gemmascope-res-16k, mathematical symbols and expressions,,oai_token-act-pair,
8494,gemma-2-9b,1-gemmascope-res-16k,quotation marks and dialogue,,oai_token-act-pair,
8495,gemma-2-9b,1-gemmascope-res-16k,elements and syntax related to JavaScript functions and object manipulation,,oai_token-act-pair,
8496,gemma-2-9b,1-gemmascope-res-16k,references to languages and their proficiency levels,,oai_token-act-pair,
8497,gemma-2-9b,1-gemmascope-res-16k,references to financial expenses or costs,,oai_token-act-pair,
8498,gemma-2-9b,1-gemmascope-res-16k,references to various types of bosses or authority figures in different contexts,,oai_token-act-pair,
8499,gemma-2-9b,1-gemmascope-res-16k,terms related to accusations and allegations,,oai_token-act-pair,
8500,gemma-2-9b,1-gemmascope-res-16k,references to variables or constants in mathematical expressions,,oai_token-act-pair,
8501,gemma-2-9b,1-gemmascope-res-16k,words indicating disorder or disruptions,,oai_token-act-pair,
8502,gemma-2-9b,1-gemmascope-res-16k,"mentions of the name ""Alexander"" in various contexts",,oai_token-act-pair,
8503,gemma-2-9b,1-gemmascope-res-16k,"terms related to speed and urgency, particularly in the context of health-related metrics",,oai_token-act-pair,
8504,gemma-2-9b,1-gemmascope-res-16k, mathematical symbols and relational expressions,,oai_token-act-pair,
8505,gemma-2-9b,1-gemmascope-res-16k, occurrences of file source references or paths,,oai_token-act-pair,
8506,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""beat"" in various contexts",,oai_token-act-pair,
8507,gemma-2-9b,1-gemmascope-res-16k,currency symbols and indicators of monetary value,,oai_token-act-pair,
8508,gemma-2-9b,1-gemmascope-res-16k," references to reputation, particularly in contexts involving damage or concerns about credibility",,oai_token-act-pair,
8509,gemma-2-9b,1-gemmascope-res-16k,terms related to breathing and respiratory conditions,,oai_token-act-pair,
8510,gemma-2-9b,1-gemmascope-res-16k,terms related to the act of painting or painted artworks,,oai_token-act-pair,
8511,gemma-2-9b,1-gemmascope-res-16k, references to tents or similar structures,,oai_token-act-pair,
8512,gemma-2-9b,1-gemmascope-res-16k,"the definite article ""le"" in French, particularly in contexts where it appears multiple times",,oai_token-act-pair,
8513,gemma-2-9b,1-gemmascope-res-16k,"technical and medical terminology related to various fields, including algorithmic functions, biological conditions, and sensory or cognitive states",,oai_token-act-pair,
8514,gemma-2-9b,1-gemmascope-res-16k, instances of empty string representations,,oai_token-act-pair,
8515,gemma-2-9b,1-gemmascope-res-16k,references to dining experiences and extramarital relationships,,oai_token-act-pair,
8516,gemma-2-9b,1-gemmascope-res-16k, references to surveys and related terms,,oai_token-act-pair,
8517,gemma-2-9b,1-gemmascope-res-16k,"different uses or contexts related to ""mode.""",,oai_token-act-pair,
8518,gemma-2-9b,1-gemmascope-res-16k, phrases related to proximity or nearness,,oai_token-act-pair,
8519,gemma-2-9b,1-gemmascope-res-16k,instances of threats or threatening language,,oai_token-act-pair,
8520,gemma-2-9b,1-gemmascope-res-16k,references to a specific individual named Cooper in various contexts,,oai_token-act-pair,
8521,gemma-2-9b,1-gemmascope-res-16k, technical jargon related to networking and server operations,,oai_token-act-pair,
8522,gemma-2-9b,1-gemmascope-res-16k," instances of the term ""ng"" and its variations, particularly in programming contexts related to web development",,oai_token-act-pair,
8523,gemma-2-9b,1-gemmascope-res-16k,"various forms and mentions of the word ""thing"" and positive attributes associated with ideas",,oai_token-act-pair,
8524,gemma-2-9b,1-gemmascope-res-16k,terms related to reality or authenticity,,oai_token-act-pair,
8525,gemma-2-9b,1-gemmascope-res-16k,terms related to drilling and equipment performance metrics,,oai_token-act-pair,
8526,gemma-2-9b,1-gemmascope-res-16k, markers indicating the beginning of a document or section,,oai_token-act-pair,
8527,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""forEach"" and various emotional states, particularly those related to disputes and missions",,oai_token-act-pair,
8528,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""Or"" and method overrides in code",,oai_token-act-pair,
8529,gemma-2-9b,1-gemmascope-res-16k,terms related to surfaces and materials,,oai_token-act-pair,
8530,gemma-2-9b,1-gemmascope-res-16k,terms related to economic transactions and their broader implications,,oai_token-act-pair,
8531,gemma-2-9b,1-gemmascope-res-16k,terms related to wire,,oai_token-act-pair,
8532,gemma-2-9b,1-gemmascope-res-16k, metrics related to performance statistics,,oai_token-act-pair,
8533,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""ith"" and its variations in context",,oai_token-act-pair,
8534,gemma-2-9b,1-gemmascope-res-16k,references to child-related themes or parenting issues,,oai_token-act-pair,
8535,gemma-2-9b,1-gemmascope-res-16k,phrases or words related to completeness or totality,,oai_token-act-pair,
8536,gemma-2-9b,1-gemmascope-res-16k,references to bulls or bull-related terminology,,oai_token-act-pair,
8537,gemma-2-9b,1-gemmascope-res-16k,"the presence of the term ""Ran""",,oai_token-act-pair,
8538,gemma-2-9b,1-gemmascope-res-16k,"instances of the name ""Sus"" and variations of the word ""susceptible.""",,oai_token-act-pair,
8539,gemma-2-9b,1-gemmascope-res-16k, components and elements related to user interface design in coding,,oai_token-act-pair,
8540,gemma-2-9b,1-gemmascope-res-16k,references to communities and their dynamics,,oai_token-act-pair,
8541,gemma-2-9b,1-gemmascope-res-16k, references to SQL programming and database management concepts,,oai_token-act-pair,
8542,gemma-2-9b,1-gemmascope-res-16k, HTML or XML attributes and their values,,oai_token-act-pair,
8543,gemma-2-9b,1-gemmascope-res-16k,references to academic or scientific literature,,oai_token-act-pair,
8544,gemma-2-9b,1-gemmascope-res-16k, terms related to fishing and automation,,oai_token-act-pair,
8545,gemma-2-9b,1-gemmascope-res-16k,references to matrices and related terms,,oai_token-act-pair,
8546,gemma-2-9b,1-gemmascope-res-16k, instances of registered trademarks or brand names,,oai_token-act-pair,
8547,gemma-2-9b,1-gemmascope-res-16k, occurrences of JavaScript code and scripts in the document,,oai_token-act-pair,
8548,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""http"" in various contexts",,oai_token-act-pair,
8549,gemma-2-9b,1-gemmascope-res-16k, references to runtime and related exceptions,,oai_token-act-pair,
8550,gemma-2-9b,1-gemmascope-res-16k, references to IP addresses,,oai_token-act-pair,
8551,gemma-2-9b,1-gemmascope-res-16k,exclamatory statements and reactions that convey strong emotions,,oai_token-act-pair,
8552,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""summary"" and its variations, as well as references to summaries in legal contexts",,oai_token-act-pair,
8553,gemma-2-9b,1-gemmascope-res-16k,phrases and verbs related to obtaining or achieving something,,oai_token-act-pair,
8554,gemma-2-9b,1-gemmascope-res-16k,"programming and code-related elements, specifically focusing on variables and method calls",,oai_token-act-pair,
8555,gemma-2-9b,1-gemmascope-res-16k," the word ""first"" in various contexts relating to occurrences or milestones",,oai_token-act-pair,
8556,gemma-2-9b,1-gemmascope-res-16k, phrases related to spare resources or capacities,,oai_token-act-pair,
8557,gemma-2-9b,1-gemmascope-res-16k, phrases indicating consistency in research or findings,,oai_token-act-pair,
8558,gemma-2-9b,1-gemmascope-res-16k,"instances of the term ""focus"" as well as related concepts of concentration or emphasis in context",,oai_token-act-pair,
8559,gemma-2-9b,1-gemmascope-res-16k, terms indicating strictness or parameters related to stringent criteria,,oai_token-act-pair,
8560,gemma-2-9b,1-gemmascope-res-16k,references to soil characteristics and related terms,,oai_token-act-pair,
8561,gemma-2-9b,1-gemmascope-res-16k,"instances of the name ""Kucinich"" and variations, specifically in a political context",,oai_token-act-pair,
8562,gemma-2-9b,1-gemmascope-res-16k,indications of starting or initiating actions,,oai_token-act-pair,
8563,gemma-2-9b,1-gemmascope-res-16k,terms related to modifications or changes,,oai_token-act-pair,
8564,gemma-2-9b,1-gemmascope-res-16k, functions related to module resolution and file reading in code,,oai_token-act-pair,
8565,gemma-2-9b,1-gemmascope-res-16k,references to diversity and balance,,oai_token-act-pair,
8566,gemma-2-9b,1-gemmascope-res-16k,terms related to remote control and remote access technologies,,oai_token-act-pair,
8567,gemma-2-9b,1-gemmascope-res-16k," references to processes or terms related to ""trans"" in various scientific contexts",,oai_token-act-pair,
8568,gemma-2-9b,1-gemmascope-res-16k,"references to light and illumination, particularly in the context of various lighting technologies and their applications",,oai_token-act-pair,
8569,gemma-2-9b,1-gemmascope-res-16k,HTML tags and structural elements within documents,,oai_token-act-pair,
8570,gemma-2-9b,1-gemmascope-res-16k,names or titles associated with individuals,,oai_token-act-pair,
8571,gemma-2-9b,1-gemmascope-res-16k,elements related to musicality and creativity,,oai_token-act-pair,
8572,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""marketing"" and its variations",,oai_token-act-pair,
8573,gemma-2-9b,1-gemmascope-res-16k,references to liberalism or liberal viewpoints,,oai_token-act-pair,
8574,gemma-2-9b,1-gemmascope-res-16k,"references to the term ""derivative""",,oai_token-act-pair,
8575,gemma-2-9b,1-gemmascope-res-16k," mentions of the letter ""Y"" in various contexts",,oai_token-act-pair,
8576,gemma-2-9b,1-gemmascope-res-16k, references to patches in various contexts,,oai_token-act-pair,
8577,gemma-2-9b,1-gemmascope-res-16k, negations and emphatic assertions in statements,,oai_token-act-pair,
8578,gemma-2-9b,1-gemmascope-res-16k,"references to the name ""Alexander"" in various contexts",,oai_token-act-pair,
8579,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""successfully.""",,oai_token-act-pair,
8580,gemma-2-9b,1-gemmascope-res-16k,elements related to legal terminology and court cases,,oai_token-act-pair,
8581,gemma-2-9b,1-gemmascope-res-16k," various forms of the word ""hip"" and related terms",,oai_token-act-pair,
8582,gemma-2-9b,1-gemmascope-res-16k,references to administration and related administrative roles or actions,,oai_token-act-pair,
8583,gemma-2-9b,1-gemmascope-res-16k,references to connectivity and user input in programming contexts,,oai_token-act-pair,
8584,gemma-2-9b,1-gemmascope-res-16k,plural nouns ending in 'es',,oai_token-act-pair,
8585,gemma-2-9b,1-gemmascope-res-16k," the preposition ""by"" and its variations",,oai_token-act-pair,
8586,gemma-2-9b,1-gemmascope-res-16k, references to disorder or situations involving excuses,,oai_token-act-pair,
8587,gemma-2-9b,1-gemmascope-res-16k, references to exposure to various substances or conditions,,oai_token-act-pair,
8588,gemma-2-9b,1-gemmascope-res-16k, mentions of priorities in various contexts,,oai_token-act-pair,
8589,gemma-2-9b,1-gemmascope-res-16k, words related to acceptance and acknowledgment in various contexts,,oai_token-act-pair,
8590,gemma-2-9b,1-gemmascope-res-16k,references to figures and data visualization elements in text,,oai_token-act-pair,
8591,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""return"" and its variations, indicating a focus on themes of returning or coming back",,oai_token-act-pair,
8592,gemma-2-9b,1-gemmascope-res-16k, references to apartments and apartment buildings,,oai_token-act-pair,
8593,gemma-2-9b,1-gemmascope-res-16k,terms related to specific mathematical concepts and properties,,oai_token-act-pair,
8594,gemma-2-9b,1-gemmascope-res-16k, references to Roman culture and influence,,oai_token-act-pair,
8595,gemma-2-9b,1-gemmascope-res-16k," references to the name ""Sar"" or related words within context",,oai_token-act-pair,
8596,gemma-2-9b,1-gemmascope-res-16k,terms related to allegations and claims of misconduct,,oai_token-act-pair,
8597,gemma-2-9b,1-gemmascope-res-16k, references to solutions in scientific contexts,,oai_token-act-pair,
8598,gemma-2-9b,1-gemmascope-res-16k,mentions and discussions related to colors,,oai_token-act-pair,
8599,gemma-2-9b,1-gemmascope-res-16k, occurrences of the increment operator and related syntax in C++,,oai_token-act-pair,
8600,gemma-2-9b,1-gemmascope-res-16k,specific abbreviations and codes related to biological entities and molecular components,,oai_token-act-pair,
8601,gemma-2-9b,1-gemmascope-res-16k,terms related to degradation or stability in various contexts,,oai_token-act-pair,
8602,gemma-2-9b,1-gemmascope-res-16k,terms related to spherical shapes or forms,,oai_token-act-pair,
8603,gemma-2-9b,1-gemmascope-res-16k,"references to books, awards, and related scientific terms",,oai_token-act-pair,
8604,gemma-2-9b,1-gemmascope-res-16k,references to birds and their various interactions or effects,,oai_token-act-pair,
8605,gemma-2-9b,1-gemmascope-res-16k,"terms related to medical or scientific contexts, particularly references to information and evidence",,oai_token-act-pair,
8606,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""happy"" and related positive sentiments",,oai_token-act-pair,
8607,gemma-2-9b,1-gemmascope-res-16k,references to agents or discussions about agent-related topics,,oai_token-act-pair,
8608,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""flip"" and related symmetric terms",,oai_token-act-pair,
8609,gemma-2-9b,1-gemmascope-res-16k,variations of assembly versioning and code formatting in technical documents,,oai_token-act-pair,
8610,gemma-2-9b,1-gemmascope-res-16k, mathematical expressions and symbols related to equations and formulas,,oai_token-act-pair,
8611,gemma-2-9b,1-gemmascope-res-16k,terms related to tubes and tubular structures,,oai_token-act-pair,
8612,gemma-2-9b,1-gemmascope-res-16k, references to digital platforms and quantum concepts,,oai_token-act-pair,
8613,gemma-2-9b,1-gemmascope-res-16k," occurrences of the term ""competition"" and related concepts",,oai_token-act-pair,
8614,gemma-2-9b,1-gemmascope-res-16k, numeric data related to statistics or measurements,,oai_token-act-pair,
